,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
30445,0,1,7,2,193,269,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17,17,0,0,0,0,10,0,0,201,171,78,0,0,0,0,0,0,0
450041,0,2,10,2,24,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,201,141,66,1,0,0,0,0,0,0
137384,0,1,11,2,278,102,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,46,86,42,11,2,2,0,0,0,0
138147,0,1,7,2,105,468,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,0,40,9,171,78,0,10,1,0,1,0,0
12896,0,1,7,2,58,169,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,10,0,0,2,171,78,0,27,3,0,0,0,0
32022,0,1,7,2,170,104,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,0,10,0,0,141,171,78,0,1,1,0,0,0,0
41888,1,1,11,2,270,97,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,40,37,135,75,5,3,1,0,0,0,0
148942,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,10,0,0,6,167,78,0,13,15,0,0,26,26
75064,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,10,0,0,56,171,78,0,2,16,0,0,20,25
452067,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,9,10,0,40,5,171,78,0,16,18,0,0,26,28
20631,0,1,7,2,68,485,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,10,0,10,110,171,78,0,1,4,0,0,0,0
19813,0,1,7,2,42,498,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,0,40,59,171,78,0,2,3,0,0,0,0
484122,0,1,7,2,206,62,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,4,8,0,0,10,0,33,109,171,78,0,1,2,1,0,6,4
90204,0,1,7,2,83,529,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,40,47,0,0,0,0,10,0,4,192,171,78,0,0,1,0,0,0,0
270,0,1,7,2,101,514,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,10,0,0,1,171,78,0,31,2,0,0,0,0
40970,0,2,1,2,19,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,67,0,0,0,0,10,0,1,89,49,47,2,1,0,0,0,0,0
449948,0,2,10,2,24,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,201,145,68,1,0,0,0,0,0,0
38657,0,1,7,2,117,539,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,10,0,0,116,171,78,0,1,1,0,0,0,0
344309,0,2,1,2,16,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,17,0,0,0,0,10,0,17,201,167,76,1,0,0,0,0,0,0
491221,0,2,10,2,24,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,10,0,0,201,149,69,1,1,0,0,0,0,0
77859,0,1,7,2,83,136,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,28,0,0,0,0,10,0,10,11,171,78,0,8,4,0,1,0,0
284,0,1,7,2,82,309,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,10,0,0,128,171,78,0,1,2,0,0,0,0
79608,0,1,7,2,81,254,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,54,0,0,0,0,10,0,12,13,171,78,0,7,4,0,0,0,0
371919,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,9,10,0,0,23,171,78,0,4,16,0,0,26,27
90445,0,1,7,2,147,334,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,10,0,0,201,171,78,0,0,0,0,0,1,1
347640,0,2,10,2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,10,0,0,201,147,69,1,1,0,0,0,0,0
53019,8,1,11,2,250,118,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,0,40,168,60,28,3,1,2,0,0,1,0
452960,0,2,10,2,24,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,201,149,69,1,1,0,0,0,0,0
137727,0,1,7,2,202,408,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,10,0,0,201,171,78,0,0,0,0,0,0,0
481992,34,2,9,2,29,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,201,0,0,40,57,0,0,0,0,0
450147,5,2,10,2,24,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,10,0,0,201,143,67,1,1,0,0,0,0,0
458547,16,1,5,2,198,257,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,0,0,83,15,20,7,1,0,0,0,0,0
457500,51,2,9,2,29,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,201,2,1,35,55,0,0,0,0,0
348977,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,9,10,0,40,4,98,78,0,19,21,0,0,26,28
78927,2,1,11,2,232,99,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,10,0,40,201,87,34,2,0,0,0,1,0,0
91114,0,2,1,2,16,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,10,0,32,201,157,73,1,1,0,0,0,0,0
371927,0,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,10,0,0,19,171,78,0,5,18,5,0,24,26
137686,0,1,7,2,157,194,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,10,0,0,201,171,78,0,0,0,0,0,0,0
15848,0,2,1,2,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,10,0,39,122,48,32,3,1,0,0,0,0,0
78477,0,1,7,2,163,431,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,10,0,0,201,167,76,1,0,0,0,0,0,0
86453,0,1,11,2,260,107,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,181,83,38,10,0,0,0,0,0,0
29836,0,1,7,2,201,132,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,10,0,0,201,171,78,0,0,0,0,0,0,0
459041,0,1,7,2,158,133,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21,21,0,0,0,0,10,0,0,96,171,78,0,1,1,0,0,9,6
37644,0,1,7,2,78,237,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,12,0,0,0,0,10,0,15,11,171,78,0,8,2,0,0,0,0
450306,0,2,10,2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,10,0,0,201,141,66,1,1,0,0,0,0,0
107485,0,1,7,2,174,574,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,18,0,0,0,0,10,0,11,39,171,78,0,3,2,0,0,0,0
17767,0,1,7,2,160,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,10,0,0,201,171,78,0,0,0,0,0,0,0
81453,0,1,7,2,75,251,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,10,0,0,201,171,78,0,0,0,0,0,0,0
21158,0,1,7,2,177,443,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17,18,0,0,0,0,10,0,11,53,171,78,0,2,5,0,0,0,0
483647,0,1,7,2,89,439,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,13,0,0,0,0,10,0,0,201,171,78,0,0,0,0,0,1,1
117,0,1,7,2,138,582,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,10,0,0,12,171,78,0,8,6,0,0,0,0
18811,0,1,7,2,63,187,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,10,0,0,14,171,78,0,7,1,0,0,0,0
13769,0,1,7,2,132,401,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,10,0,0,201,171,78,0,0,0,0,0,0,0
345387,0,2,1,2,20,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,63,0,0,0,0,10,0,0,201,170,78,1,0,0,0,0,0,0
450635,0,2,10,2,24,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,201,145,68,1,0,0,0,0,0,0
344111,1,1,11,2,235,99,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,10,0,40,201,94,38,2,0,0,0,0,0,0
7429,0,1,7,2,78,454,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,15,0,0,0,0,10,0,12,201,171,78,0,0,0,0,0,0,0
343912,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,10,0,0,1,171,78,0,31,19,0,0,26,28
89694,0,1,7,2,67,211,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,20,0,0,0,0,10,0,14,201,171,78,0,0,0,0,0,0,0
371551,0,2,10,2,24,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,201,156,72,1,0,0,0,0,0,0
42092,0,0,2,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,55,43,78,0,60,0,0,0,0,0
139742,0,1,7,2,204,157,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16,16,0,0,0,0,10,0,0,201,171,78,0,0,0,0,0,1,1
76573,0,2,1,2,17,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18,0,0,0,0,10,0,11,201,164,75,1,0,0,0,0,0,0
371650,0,2,10,2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,201,157,73,1,0,0,0,0,0,0
17627,0,1,7,2,97,78,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17,17,0,0,0,0,10,0,0,201,171,78,0,0,0,0,0,0,0
453564,0,0,2,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,9,0,201,4,2,1,9,0,0,0,0,0
487162,0,1,7,2,43,323,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,201,158,73,2,0,0,0,0,0,0
53165,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,10,0,0,11,171,78,0,8,23,0,0,26,28
15143,0,1,11,2,262,96,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,9,0,191,114,51,2,0,1,0,0,0,0
35846,24,1,7,2,182,74,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,10,0,0,201,168,77,1,0,0,0,0,0,0
25620,0,1,7,2,52,525,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,10,0,0,201,171,78,0,0,0,0,0,0,0
20786,0,1,7,2,100,91,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,10,0,0,201,171,78,0,0,0,0,0,0,0
137946,0,1,7,2,67,438,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,5,10,0,34,97,171,78,0,1,5,0,0,0,0
451314,42,2,9,2,27,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,201,0,0,49,60,0,0,0,0,0
484132,0,1,7,2,74,524,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,182,171,78,0,0,1,0,0,3,3
85305,0,1,7,2,132,523,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,10,0,0,201,171,78,0,0,0,0,0,0,0
87453,0,1,7,2,161,236,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,30,50,0,0,0,0,10,0,9,201,171,78,0,0,0,0,0,0,0
451287,0,2,9,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,9,0,201,0,0,45,60,0,0,0,0,0
14607,0,1,7,2,80,359,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,23,0,0,0,0,10,0,8,30,171,78,0,3,6,0,0,0,0
139574,0,1,7,2,89,344,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,10,0,12,114,171,78,0,1,3,0,0,0,0
7553,1,1,11,2,258,119,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,83,155,76,2,1,1,0,0,0,0
34334,0,1,7,2,87,93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,10,0,0,43,171,78,0,2,1,0,0,0,0
27975,0,1,7,2,163,188,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,10,0,0,201,171,78,0,0,0,0,0,0,0
451648,0,2,9,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,201,0,0,52,60,0,0,0,0,0
482079,49,2,9,2,29,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,3,6,0,201,1,1,44,60,0,0,0,0,0
33149,0,1,7,2,65,407,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18,18,0,0,0,0,10,0,0,201,171,78,0,0,0,0,0,0,0
136975,0,2,1,2,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,10,0,31,201,157,73,1,1,0,0,0,0,0
345246,0,2,10,2,24,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,201,158,73,1,0,0,0,0,0,0
33189,0,1,7,2,179,174,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,197,171,78,0,0,1,0,0,0,0
78545,0,1,7,2,64,284,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,10,0,0,85,152,78,0,1,1,0,0,0,0
75139,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,10,0,0,2,57,78,0,27,27,0,0,26,28
28324,0,1,7,2,91,465,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,10,0,0,17,171,78,0,6,4,0,0,0,0
28381,0,1,7,2,157,327,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,43,0,0,0,0,10,0,13,55,171,78,0,2,4,0,0,0,0
16155,0,1,7,2,154,305,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18,22,0,0,0,0,10,0,13,82,171,78,0,1,4,0,0,0,0
145814,0,2,10,2,24,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,201,164,75,1,0,0,0,0,0,0
137657,0,1,7,2,171,535,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16,17,0,0,0,0,10,0,11,201,171,78,0,0,0,0,0,0,0
86916,0,1,7,2,179,182,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20,23,0,0,0,0,10,0,17,201,171,78,0,0,0,0,0,0,0
11569,0,2,1,2,13,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,10,0,37,201,169,77,1,1,0,0,0,0,0
23007,0,1,7,2,96,493,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22,23,0,0,0,0,10,0,8,45,171,78,0,2,3,0,0,0,0
11612,0,0,3,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,52,40,78,0,60,0,0,0,0,0
146340,68,2,9,2,29,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,201,2,1,28,51,0,0,0,0,0
42697,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,10,0,0,3,171,78,0,22,19,0,0,26,28
81837,0,1,7,2,30,453,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,18,171,78,0,5,3,0,0,0,0
13463,0,1,7,2,74,301,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,10,0,0,179,171,78,0,0,1,0,0,0,0
21513,0,1,7,2,167,517,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,0,40,0,171,78,0,60,5,0,0,0,0
103865,0,2,1,2,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,74,0,0,0,0,10,1,1,201,171,78,0,0,0,0,0,0,0
344110,0,1,11,2,299,104,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,201,92,36,2,0,0,0,0,0,0
37045,0,1,7,2,65,200,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,10,0,0,0,0,10,0,18,94,171,78,0,1,2,0,0,0,0
493129,0,1,7,2,79,475,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,44,0,0,0,1,10,0,11,201,171,78,0,0,0,0,0,0,0
343063,0,0,14,2,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,6,6,0,201,9,5,1,6,0,0,0,0,0
33866,0,1,7,2,136,506,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,10,0,0,11,171,78,0,8,7,0,0,0,0
146030,0,2,10,2,24,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,201,166,76,1,0,0,0,0,0,0
481921,0,2,9,2,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,7,0,201,0,0,37,55,0,0,0,0,0
139746,0,1,7,2,205,153,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,10,0,0,201,171,78,0,0,0,0,0,1,1
459770,0,2,1,2,9,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,9,0,114,81,73,2,1,0,0,0,0,0
456513,0,2,10,2,24,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,201,152,71,1,0,0,0,0,0,0
346349,1,1,11,2,308,115,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,40,151,88,59,3,1,0,0,0,0,0
38148,0,1,7,2,171,552,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19,19,0,0,0,0,10,0,0,201,171,78,0,0,0,0,0,0,0
347000,0,2,10,2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,201,156,72,1,0,0,0,0,0,0
84388,0,1,7,2,76,84,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,27,35,0,0,0,0,10,0,6,201,171,78,0,0,0,0,0,0,0
2443,0,1,7,2,167,311,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18,18,0,0,0,0,10,0,0,138,171,78,0,1,2,0,0,0,0
39461,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,9,10,0,40,46,43,78,0,2,4,0,0,14,11
343120,0,2,10,2,24,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,201,161,74,1,0,0,0,0,0,0
21839,0,1,7,2,66,333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,10,0,0,200,171,78,0,0,1,0,0,0,0
33960,0,1,7,2,35,569,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17,17,0,0,0,0,10,0,0,201,171,78,0,0,0,0,0,0,0
457754,54,2,9,2,29,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,201,0,0,48,57,0,0,0,0,0
5823,0,1,7,2,109,287,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,31,31,0,0,0,0,10,0,0,201,171,78,0,0,0,1,1,0,0
140022,0,1,7,2,85,152,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,10,0,0,4,171,78,0,19,7,0,1,0,0
26468,0,1,7,2,61,340,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,27,27,0,0,0,0,10,0,0,201,171,78,0,0,0,0,0,0,0
107712,0,1,7,2,79,186,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,39,51,0,0,0,0,10,0,4,98,171,78,0,1,3,0,0,0,0
83154,0,1,13,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,12,10,78,0,8,0,0,0,0,0
39480,0,1,7,2,162,239,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,13,0,0,0,0,10,0,14,33,153,78,0,3,10,0,0,16,16
145614,0,2,10,2,24,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,201,168,77,1,0,0,0,0,0,0
85421,0,1,7,2,84,334,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,10,0,0,176,171,78,0,0,1,1,1,0,0
39547,0,2,8,2,21,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,78,43,48,2,35,0,0,0,0,0
90330,0,1,7,2,183,178,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,10,0,0,0,0,10,0,26,7,171,78,0,12,3,0,0,0,0
137572,0,1,7,2,33,538,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,10,0,0,2,171,78,0,27,5,0,0,0,0
459445,0,1,7,2,32,230,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,10,0,0,82,171,78,0,1,2,0,0,0,0
78225,0,1,6,2,275,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,10,0,0,97,63,30,4,30,2,1,1,0,0
457210,0,2,10,2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,10,0,0,201,157,73,1,1,0,0,0,0,0
81320,0,1,7,2,97,349,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,16,0,0,0,0,10,0,12,13,171,78,0,7,6,0,1,0,0
491849,0,1,7,2,148,263,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,10,0,35,2,171,78,0,27,8,0,0,0,0
74979,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,10,0,0,1,171,78,0,31,21,0,0,26,27
482998,0,1,6,2,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,10,0,0,100,71,51,5,38,2,0,0,0,0
