,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
23900,0,1,7,2,86,555,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,18,171,78,0,5,5,0,0,0,0
30600,0,1,7,2,124,324,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,10,0,29,201,171,78,0,0,0,0,0,0,0
53420,0,1,11,2,245,102,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,152,119,55,2,1,1,0,0,0,0
456483,0,2,10,2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,10,0,0,201,156,72,1,1,0,0,0,0,0
481512,0,2,10,2,24,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,201,149,69,1,0,0,0,0,0,0
483647,0,1,7,2,89,439,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,13,0,0,0,0,10,0,0,201,171,78,0,0,0,0,0,1,1
13769,0,1,7,2,132,401,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,10,0,0,201,171,78,0,0,0,0,0,0,0
16155,0,1,7,2,154,305,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18,22,0,0,0,0,10,0,13,82,171,78,0,1,4,0,0,0,0
146238,0,0,3,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,42,31,78,0,60,0,0,0,0,0
144003,0,1,7,2,174,350,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,10,0,0,40,171,78,0,2,16,0,0,0,18
86401,3,1,11,2,247,96,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,141,100,60,3,1,1,0,0,0,0
30384,0,1,7,2,98,209,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,10,0,0,80,171,78,0,1,2,0,0,0,0
32022,0,1,7,2,170,104,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,0,10,0,0,141,171,78,0,1,1,0,0,0,0
482543,0,2,9,2,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,9,0,201,0,0,51,60,0,0,0,0,0
139066,0,1,7,2,93,556,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,10,0,0,201,171,78,0,0,0,0,0,0,0
37047,0,1,7,2,66,432,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,14,0,0,0,0,10,0,20,108,171,78,0,2,2,0,0,0,0
2482,0,1,7,2,199,410,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,13,0,0,0,0,10,0,0,201,171,78,0,0,0,0,0,0,0
451147,0,2,9,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,8,0,201,0,0,32,42,0,0,0,0,0
37137,0,1,7,2,105,145,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,10,0,0,201,171,78,0,0,0,0,0,0,0
493256,0,1,7,2,106,405,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,40,46,0,0,0,0,10,0,0,178,171,78,0,0,2,0,0,0,0
1791,0,1,7,2,105,213,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,10,0,36,1,171,78,0,31,4,0,0,0,0
85068,0,1,7,2,129,228,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,10,0,0,201,171,78,0,0,0,0,0,0,0
2425,0,1,7,2,77,415,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25,40,0,0,0,0,10,0,5,51,171,78,0,2,4,0,0,0,0
137005,18,2,1,2,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,38,201,150,70,1,4,0,0,0,0,0
77728,0,1,7,2,93,50,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16,16,0,0,0,0,10,0,0,58,171,78,0,2,2,0,0,0,0
452604,0,1,7,2,94,68,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,6,10,0,32,29,23,78,0,3,0,0,0,0,0
148073,1,1,11,2,241,98,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,0,40,166,75,29,2,1,2,0,0,0,0
457532,46,2,9,2,29,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,201,1,1,31,53,0,0,0,0,0
19899,0,1,7,2,93,436,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,171,78,0,60,3,0,0,0,0
88049,0,1,7,2,173,54,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,10,0,27,65,171,78,0,1,3,0,1,0,0
25079,0,1,7,2,166,122,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,156,171,78,0,1,2,0,0,0,0
457817,28,2,9,2,29,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,5,6,0,201,1,1,45,59,0,0,0,0,0
138892,0,1,7,2,159,260,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,10,0,0,172,171,78,0,1,1,1,1,1,0
459798,0,1,11,2,252,99,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,172,96,55,2,1,0,0,0,0,0
80651,0,1,7,2,89,394,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,10,0,25,82,171,78,0,1,1,0,0,0,0
344366,0,2,1,2,16,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,10,0,20,201,157,73,1,0,0,0,0,0,0
3258,0,1,7,2,51,447,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,14,0,0,0,0,10,0,13,172,171,78,0,1,4,0,0,0,0
6357,0,1,7,2,161,267,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,10,0,0,201,171,78,0,0,0,0,0,0,0
61,0,1,7,2,94,442,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,10,0,0,40,171,78,0,2,4,0,0,0,0
91415,3,1,11,2,263,102,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,0,40,150,117,44,2,1,1,0,0,0,0
19135,1,1,11,2,289,98,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,10,0,40,81,57,71,4,1,0,0,0,1,0
451287,0,2,9,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,9,0,201,0,0,45,60,0,0,0,0,0
90445,0,1,7,2,147,334,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,10,0,0,201,171,78,0,0,0,0,0,1,1
12685,0,1,7,2,86,329,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,29,31,0,0,0,0,10,0,9,201,171,78,0,0,0,0,0,0,0
484191,0,1,7,2,159,179,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,36,36,0,0,0,0,10,0,0,80,171,78,0,1,5,0,0,0,5
13075,0,1,7,2,63,168,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,81,171,78,0,1,1,0,0,0,0
148942,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,10,0,0,6,167,78,0,13,15,0,0,26,26
26913,0,1,7,2,165,365,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,0,40,201,171,78,0,0,0,0,0,0,0
14091,0,1,7,2,93,584,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,25,171,78,0,4,3,0,0,0,0
343334,0,2,10,2,24,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,201,161,74,1,0,0,0,0,0,0
14824,0,1,7,2,48,173,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,10,0,0,31,171,78,0,3,5,0,1,0,0
145689,0,2,10,2,24,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,201,167,76,1,0,0,0,0,0,0
83154,0,1,13,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,12,10,78,0,8,0,0,0,0,0
76122,0,1,6,2,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,10,0,0,171,45,24,3,26,0,2,0,8,0
38391,0,1,7,2,167,132,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,10,0,0,64,171,78,0,2,4,0,0,0,0
17627,0,1,7,2,97,78,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17,17,0,0,0,0,10,0,0,201,171,78,0,0,0,0,0,0,0
103865,0,2,1,2,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,74,0,0,0,0,10,1,1,201,171,78,0,0,0,0,0,0,0
78356,1,1,11,2,269,121,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,160,133,61,2,1,1,0,0,0,0
11949,0,1,7,2,75,234,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22,22,0,0,0,0,10,0,0,22,171,78,0,4,4,0,0,0,0
450872,0,2,1,2,17,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,10,0,0,201,167,76,1,0,0,0,0,0,0
137135,0,2,1,2,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,10,0,36,201,171,78,0,0,0,0,0,0,0
348700,0,2,9,2,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,201,0,0,37,50,0,0,0,0,0
79886,0,1,7,2,66,580,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,10,0,0,13,171,78,0,7,7,0,0,0,0
6662,0,1,7,2,53,346,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,10,0,0,36,171,78,0,5,4,0,0,0,0
78477,0,1,7,2,163,431,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,10,0,0,201,167,76,1,0,0,0,0,0,0
34334,0,1,7,2,87,93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,10,0,0,43,171,78,0,2,1,0,0,0,0
348275,38,2,9,2,28,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,5,6,0,201,1,1,42,59,0,0,0,0,0
5062,0,1,7,2,135,80,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,10,0,28,201,171,78,0,0,0,0,0,0,0
33866,0,1,7,2,136,506,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,10,0,0,11,171,78,0,8,7,0,0,0,0
143986,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,10,0,0,0,167,78,0,60,14,0,0,26,13
371919,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,9,10,0,0,23,171,78,0,4,16,0,0,26,27
458780,0,2,9,2,216,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,73,0,0,0,0,10,0,0,187,146,78,0,60,0,0,0,0,0
481992,34,2,9,2,29,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,201,0,0,40,57,0,0,0,0,0
371734,0,1,11,2,248,97,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,52,13,24,24,2,0,0,0,0,0
107931,0,2,1,2,16,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18,0,0,0,0,10,0,21,201,160,74,1,0,0,0,0,0,0
451314,42,2,9,2,27,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,201,0,0,49,60,0,0,0,0,0
450635,0,2,10,2,24,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,201,145,68,1,0,0,0,0,0,0
108071,4,2,1,2,16,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,10,0,0,201,155,72,1,0,0,0,0,0,0
139265,0,1,7,2,44,143,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,10,0,23,158,171,78,0,1,1,1,1,0,0
345565,64,2,9,2,27,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,201,1,1,21,39,0,0,0,0,0
13904,0,1,7,2,60,242,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,10,0,0,199,171,78,0,0,1,0,0,0,0
27899,0,1,7,2,43,149,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,8,0,0,0,0,10,0,22,201,171,78,0,0,0,0,0,0,0
21549,0,1,7,2,109,337,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20,21,0,0,0,0,10,0,9,45,171,78,0,2,4,0,0,0,0
492991,0,1,7,2,71,326,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,13,0,4,0,0,10,0,21,127,171,78,0,1,4,0,0,0,0
453840,0,2,1,2,17,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,10,0,0,170,86,48,2,1,0,0,0,0,0
12270,0,1,7,2,159,579,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,10,0,0,97,171,78,0,1,3,0,0,0,0
41924,3,1,11,2,302,117,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,0,40,124,109,44,2,1,1,0,0,0,0
39547,0,2,8,2,21,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,78,43,48,2,35,0,0,0,0,0
456122,0,1,7,2,126,385,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,68,47,65,3,1,0,1,2,0,0
29228,0,1,7,2,85,214,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,28,0,0,0,0,10,0,7,26,171,78,0,4,5,0,0,0,0
75022,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,10,0,0,21,171,78,0,5,7,0,0,26,27
81814,0,1,7,2,59,379,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,10,0,0,76,171,78,0,1,1,0,1,0,0
347831,0,2,10,2,24,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,201,158,73,1,1,0,0,0,0,0
20285,0,1,7,2,119,312,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17,24,0,0,0,0,10,0,16,201,171,78,0,0,0,0,0,0,0
11741,0,2,1,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,0,40,129,41,20,3,21,4,0,0,0,0
91114,0,2,1,2,16,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,10,0,32,201,157,73,1,1,0,0,0,0,0
490992,0,1,7,2,151,271,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,10,0,0,3,171,78,0,22,2,0,0,0,0
487162,0,1,7,2,43,323,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,201,158,73,2,0,0,0,0,0,0
7553,1,1,11,2,258,119,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,83,155,76,2,1,1,0,0,0,0
50922,5,1,11,2,251,117,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,103,118,57,3,1,1,0,0,0,0
450041,0,2,10,2,24,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,201,141,66,1,0,0,0,0,0,0
491306,0,0,14,2,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,7,3,0,201,15,7,1,8,0,0,0,0,0
3734,0,1,7,2,134,203,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,10,0,25,45,171,78,0,2,5,0,0,0,0
12026,0,1,7,2,79,414,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26,26,0,0,0,0,10,0,0,91,171,78,0,1,1,0,0,0,0
37827,0,1,7,2,109,204,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,22,0,0,0,0,10,0,9,43,171,78,0,2,3,0,0,0,0
83309,7,1,11,2,286,99,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,36,92,56,14,3,1,0,0,0,0
19029,0,1,7,2,61,181,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,33,53,0,0,0,0,10,0,5,201,171,78,0,0,0,0,0,0,0
14563,0,1,7,2,87,464,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,10,0,0,17,171,78,0,6,3,0,0,0,0
28763,0,1,7,2,167,161,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,13,0,0,0,0,10,0,30,201,171,78,0,0,0,0,0,0,0
346374,0,1,6,2,311,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,10,0,0,109,19,18,4,19,0,1,0,0,0
